Numero Ticket;ItemID;Item;Resumen;Ubicacion;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad
WO0000004849732;56;CONTADOR DE BILLETES;REPARAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2023-12-31;06-01-24;09/01/2024;3
SA0000004851717;59;CORTE DE ENERGIA;REVISAR;CUSCO - 285000;Zona Norte;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
SA0000004852928;108;FOCO FLOURESCENTES;CAMBIAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-01-02;03-01-24;06/01/2024;3
SA0000004853156;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;15-01-24;18/01/2024;3
SA0000004853157;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
SA0000004853158;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
SA0000004853160;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
SA0000004853184;190;PUERTA / MAMPARA CERRADURA;DUPLICADO DE LLAVE;MALA - 255002;Zona Sur;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
SA0000004853328;56;CONTADOR DE BILLETES;REPARAR;ANDAHUAYLAS - 205000;Zona Norte;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
SA0000004853602;117;IMANTADO;CONFECCIONAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-01-02;10-01-24;13/01/2024;3
SA0000004853691;5;AIRE ACONDICIONADO;REGULAR;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
SA0000004854357;117;IMANTADO;CONFECCIONAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2024-01-02;11-01-24;14/01/2024;3
SA0000004854670;240;TECHO /BALDOSAS;REVISAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2024-01-02;23-01-24;26/01/2024;3
SA0000004854674;240;TECHO /BALDOSAS;REVISAR;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Cerrado;2024-01-02;23-01-24;26/01/2024;3
SA0000004854683;240;TECHO /BALDOSAS;REVISAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-02;24-01-24;27/01/2024;3
SA0000004854686;240;TECHO /BALDOSAS;REVISAR;SIGLO XX - 215015;Zona Norte;Web HD;Cerrado;2024-01-02;23-01-24;26/01/2024;3
SA0000004854692;240;TECHO /BALDOSAS;REVISAR;UMACOLLO - 215009;Zona Norte;Web HD;Cerrado;2024-01-02;25-01-24;28/01/2024;3
SA0000004854696;21;BOMBAS DE AGUA;REVISAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2024-01-02;20-01-24;23/01/2024;3
SA0000004854903;107;FOCO DICROICOS;CAMBIAR;SIGLO XX - 215015;Zona Norte;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
SA0000004854976;190;PUERTA / MAMPARA CERRADURA;APERTURAR;LA NEGRITA - 215004;Zona Norte;Web HD;Cerrado;2024-01-02;14-01-24;17/01/2024;3
SA0000004855386;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;IMPERIAL - 255001;Zona Sur;Web HD;Cerrado;2024-01-02;17-01-24;20/01/2024;3
SA0000004855397;117;IMANTADO;CONFECCIONAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-02;13-01-24;16/01/2024;3
WO0000004851449;215;SENSOR DE MAMPARA;REPARAR;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851454;215;SENSOR DE MAMPARA;REPARAR;PURUCHUCO - 191020;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851457;170;PIR ANTEBOVEDA;REPARAR;COLONIAL - 192035;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851462;215;SENSOR DE MAMPARA;REPARAR;MESA REDONDA - 191069;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851465;214;SENSOR DE ANIEGO;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851466;215;SENSOR DE MAMPARA;REPARAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851467;170;PIR ANTEBOVEDA;REPARAR;SAN JUAN DE MARCONA - 513000;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851712;5;AIRE ACONDICIONADO;REPARAR;IZAGUIRRE - 191154;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
WO0000004851717;59;CORTE DE ENERGIA;REVISAR;CUSCO - 285000;Zona Norte;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851718;65;CREDENZA CERRADURA;DUPLICADO DE LLAVE;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004851733;134;LETREROS LUMINOSO;REVISAR;VITARTE - 191043;Zona Sur;Web HD;Cerrado;2024-01-02;03-01-24;06/01/2024;3
WO0000004851748;108;FOCO FLOURESCENTES;CAMBIAR;NICOLAS AYLLON - 191027;Zona Centro;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004851786;41;CAJONERA;REPARAR;SANTA LUZMILA - 191063;Zona Centro;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004851794;65;CREDENZA CERRADURA;REEMPLAZAR;EL SOL - 191082;Zona Centro;Web HD;Rechazado;2024-01-02;;;3
WO0000004852162;191;PUERTA/MAMPARA BISAGRA;REPARAR;LAS LOMAS - 191055;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
WO0000004852166;32;CAJA BUZON;REPARAR;LAS LOMAS - 191055;Zona Centro;Web HD;Cerrado;2024-01-02;09-01-24;12/01/2024;3
WO0000004852175;5;AIRE ACONDICIONADO;REPARAR;LAS LOMAS - 191055;Zona Centro;Web HD;Cerrado;2024-01-02;11-01-24;14/01/2024;3
WO0000004852181;71;DETECTOR DE HUMO;REPARAR;PARURO - 191047;Zona Sur;Web HD;Rechazado;2024-01-02;03-01-24;03/01/2024;3
WO0000004852306;92;ESCRITORIO;LIMPIAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-01-02;09-01-24;12/01/2024;3
WO0000004852309;44;CAMARA CONVENCIONAL;REPARAR;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004852331;32;CAJA BUZON;REPARAR;METRO AV. WIESSE - 191106;Zona Centro;Web HD;Cerrado;2024-01-02;03-01-24;06/01/2024;3
WO0000004852335;117;IMANTADO;CONFECCIONAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2024-01-02;03-01-24;06/01/2024;3
WO0000004852359;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;LA FONTANA - 193054;Zona Sur;Web HD;Cerrado;2024-01-02;03-01-24;06/01/2024;3
WO0000004852384;5;AIRE ACONDICIONADO;REPARAR;LA FONTANA - 193054;Zona Sur;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004852604;108;FOCO FLOURESCENTES;CAMBIAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004852621;56;CONTADOR DE BILLETES;REPARAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004852632;41;CAJONERA;REPARAR;MOQUEGUA - 430000;Zona Norte;Web HD;Cerrado;2024-01-02;11-01-24;14/01/2024;3
WO0000004852684;219;SEPARADORES;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Rechazado;2024-01-02;;;3
WO0000004852903;57;CONTADOR DE MONEDAS;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
WO0000004852928;108;FOCO FLOURESCENTES;CAMBIAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-01-02;03-01-24;06/01/2024;3
WO0000004852932;41;CAJONERA;REPARAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-01-02;13-01-24;16/01/2024;3
WO0000004852936;232;TABLERO ELECTRICO;REVISAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2024-01-02;11-01-24;14/01/2024;3
WO0000004852942;56;CONTADOR DE BILLETES;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004852980;231;STICKER;REPONER;CERRO COLORADO - 215013;Zona Norte;Web HD;Cerrado;2024-01-02;14-01-24;17/01/2024;3
WO0000004852982;21;BOMBAS DE AGUA;REVISAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004853123;190;PUERTA / MAMPARA CERRADURA;APERTURAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004853129;221;SILLAS;REPARAR;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-01-02;31-01-24;03/02/2024;3
WO0000004853138;36;CAJAS (SOLO SEDES);TRASLADAR;SICUANI - 533000;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004853139;5;AIRE ACONDICIONADO;REPARAR;METRO AV. WIESSE - 191106;Zona Centro;Web HD;Cerrado;2024-01-02;11-01-24;14/01/2024;3
WO0000004853156;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;15-01-24;18/01/2024;3
WO0000004853157;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
WO0000004853158;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004853160;56;CONTADOR DE BILLETES;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
WO0000004853171;5;AIRE ACONDICIONADO;REPARAR;PLAZA UNION - 191062;Zona Centro;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004853184;190;PUERTA / MAMPARA CERRADURA;DUPLICADO DE LLAVE;MALA - 255002;Zona Sur;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004853198;148;MOSTRADOR;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Cerrado;2024-01-02;18-01-24;21/01/2024;3
WO0000004853307;199;PUNTO / CABLE DE RED;REVISAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004853311;56;CONTADOR DE BILLETES;REPARAR;TUPAC AMARU - 191038;Zona Centro;Web HD;Cerrado;2024-01-02;10-01-24;13/01/2024;3
WO0000004853312;117;IMANTADO;CONFECCIONAR;ANGELICA GAMARRA - 191057;Zona Centro;Web HD;Rechazado;2024-01-02;;;3
WO0000004853328;56;CONTADOR DE BILLETES;REPARAR;ANDAHUAYLAS - 205000;Zona Norte;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004853602;117;IMANTADO;CONFECCIONAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-01-02;10-01-24;13/01/2024;3
WO0000004853613;5;AIRE ACONDICIONADO;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004853680;23;BUTACA;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-01-02;08-01-24;11/01/2024;3
WO0000004853691;5;AIRE ACONDICIONADO;REGULAR;C.C. MULTIPLAZA - 191077;Zona Centro;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004854033;264;VINIL;REPONER;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004854075;41;CAJONERA;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Rechazado;2024-01-02;;;3
WO0000004854084;5;AIRE ACONDICIONADO;REPARAR;LUREN - 380004;Zona Sur;Web HD;Cerrado;2024-01-02;15-01-24;18/01/2024;3
WO0000004854303;240;TECHO /BALDOSAS;CAMBIAR;ELIO - 191067;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004854308;108;FOCO FLOURESCENTES;CAMBIAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004854309;221;SILLAS;REPARAR;MALA - 255002;Zona Sur;Web HD;Cerrado;2024-01-02;06-01-24;09/01/2024;3
WO0000004854317;188;PUERTA / MAMPARA;REPARAR;ELIO - 191067;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004854333;57;CONTADOR DE MONEDAS;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Rechazado;2024-01-02;;;3
WO0000004854334;56;CONTADOR DE BILLETES;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004854342;56;CONTADOR DE BILLETES;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Rechazado;2024-01-02;07-01-24;07/01/2024;3
WO0000004854346;56;CONTADOR DE BILLETES;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004854347;108;FOCO FLOURESCENTES;CAMBIAR;ELIO - 191067;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004854349;57;CONTADOR DE MONEDAS;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004854357;117;IMANTADO;CONFECCIONAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2024-01-02;11-01-24;14/01/2024;3
WO0000004854622;188;PUERTA / MAMPARA;REPARAR;ELIO - 191067;Zona Sur;Web HD;Cerrado;2024-01-02;02-01-24;05/01/2024;3
WO0000004854625;5;AIRE ACONDICIONADO;REGULAR;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004854632;65;CREDENZA CERRADURA;REEMPLAZAR;ICA - 380000;Zona Sur;Web HD;Rechazado;2024-01-02;;;3
WO0000004854664;232;TABLERO ELECTRICO;REVISAR;TACNA - 540000;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004854670;240;TECHO /BALDOSAS;REVISAR;MARIANO MELGAR - 215014;Zona Norte;Web HD;Cerrado;2024-01-02;23-01-24;26/01/2024;3
WO0000004854671;148;MOSTRADOR;REPARAR;SICUANI - 533000;Zona Norte;Web HD;Cerrado;2024-01-02;25-01-24;28/01/2024;3
WO0000004854674;240;TECHO /BALDOSAS;REVISAR;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Cerrado;2024-01-02;23-01-24;26/01/2024;3
WO0000004854678;5;AIRE ACONDICIONADO;REPARAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2024-01-02;14-01-24;17/01/2024;3
WO0000004854683;240;TECHO /BALDOSAS;REVISAR;SOCABAYA - 215017;Zona Norte;Web HD;Cerrado;2024-01-02;24-01-24;27/01/2024;3
WO0000004854686;240;TECHO /BALDOSAS;REVISAR;SIGLO XX - 215015;Zona Norte;Web HD;Cerrado;2024-01-02;23-01-24;26/01/2024;3
WO0000004854692;240;TECHO /BALDOSAS;REVISAR;UMACOLLO - 215009;Zona Norte;Web HD;Cerrado;2024-01-02;25-01-24;28/01/2024;3
WO0000004854696;21;BOMBAS DE AGUA;REVISAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2024-01-02;20-01-24;23/01/2024;3
WO0000004854903;107;FOCO DICROICOS;CAMBIAR;SIGLO XX - 215015;Zona Norte;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004854912;252;TUBERIA DE DESAGUE;REPARAR;AREQUIPA - 215000;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004854930;5;AIRE ACONDICIONADO;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2024-01-02;13-01-24;16/01/2024;3
WO0000004854976;190;PUERTA / MAMPARA CERRADURA;APERTURAR;LA NEGRITA - 215004;Zona Norte;Web HD;Cerrado;2024-01-02;14-01-24;17/01/2024;3
WO0000004855346;5;AIRE ACONDICIONADO;REPARAR;MOLICENTRO - 193004;Zona Sur;Web HD;Cerrado;2024-01-02;24-01-24;27/01/2024;3
WO0000004855386;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;IMPERIAL - 255001;Zona Sur;Web HD;Cerrado;2024-01-02;17-01-24;20/01/2024;3
WO0000004855387;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;UMACOLLO - 215009;Zona Norte;Web HD;Rechazado;2024-01-02;;;3
WO0000004855397;117;IMANTADO;CONFECCIONAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-01-02;13-01-24;16/01/2024;3
WO0000004855705;190;PUERTA / MAMPARA CERRADURA;APERTURAR;IMPERIAL - 255001;Zona Sur;Web HD;Rechazado;2024-01-02;;;3
WO0000004855716;117;IMANTADO;CONFECCIONAR;ANTUNEZ DE MAYOLO - 191028;Zona Centro;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004855719;122;INODORO TANQUE DE AGUA;REVISAR;LARAPA - 285005;Zona Norte;Web HD;Cerrado;2024-01-02;13-01-24;16/01/2024;3
WO0000004855722;127;JARDIN;ARREGLAR;LARAPA - 285005;Zona Norte;Web HD;Cerrado;2024-01-02;20-01-24;23/01/2024;3
WO0000004855726;137;LOCKER;REPARAR;LARAPA - 285005;Zona Norte;Web HD;Cerrado;2024-01-02;17-01-24;20/01/2024;3
WO0000004855730;134;LETREROS LUMINOSO;REVISAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-02;06-02-24;09/02/2024;3
WO0000004855732;214;SENSOR DE ANIEGO;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Rechazado;2024-01-02;;;3
WO0000004855734;43;CAJONERA CERRADURA;REEMPLAZAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-02;07-01-24;10/01/2024;3
WO0000004855738;6;ALFOMBRAS;REPARAR;UMACOLLO - 215009;Zona Norte;Web HD;Cerrado;2024-01-02;10-01-24;13/01/2024;3
WO0000004855744;253;TV;REEMPLAZAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;2
WO0000004855746;120;INDECI;REALIZAR MANTENIMIENTO REGULATORIO;EL PROGRESO - 191037;Zona Centro;Web HD;Cerrado;2024-01-02;04-01-24;07/01/2024;3
WO0000004856690;55;CONTACTO MAGNETICO;REPARAR;CHACLACAYO - 191074;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004856723;28;CABLE DE SEGURIDAD;APERTURAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004856731;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;DIAGONAL - 285003;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004856734;134;LETREROS LUMINOSO;REVISAR;DIAGONAL - 285003;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004856747;117;IMANTADO;CONFECCIONAR;SANTA LUZMILA - 191063;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004856749;111;GRIFERIA;REVISAR;PRO - 191029;Zona Centro;Web HD;Cerrado;2024-01-03;21-01-24;23/01/2024;3
WO0000004856763;227;SISTEMA DE VIDEO;REPARACION;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;2
WO0000004856770;108;FOCO FLOURESCENTES;CAMBIAR;TUSILAGOS - 191108;Zona Centro;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004856781;5;AIRE ACONDICIONADO;REPARAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004857109;111;GRIFERIA;REVISAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-01-03;20-01-24;22/01/2024;3
WO0000004857110;190;PUERTA / MAMPARA CERRADURA;DUPLICADO DE LLAVE;BUSTAMANTE Y RIVERO - 215010;Zona Norte;Web HD;Cerrado;2024-01-03;11-01-24;14/01/2024;3
WO0000004857112;111;GRIFERIA;REVISAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-01-03;;;3
WO0000004857117;28;CABLE DE SEGURIDAD;APERTURAR;EL SOL - 191082;Zona Centro;Web HD;Rechazado;2024-01-03;;;3
WO0000004857118;117;IMANTADO;CONFECCIONAR;TARAPACA - 191030;Zona Centro;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004857127;232;TABLERO ELECTRICO;REVISAR;MERCADO CENTRAL - 191002;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004857149;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2024-01-03;16-01-24;19/01/2024;3
WO0000004857150;215;SENSOR DE MAMPARA;REPARAR;DIAGONAL - 285003;Zona Norte;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004857160;5;AIRE ACONDICIONADO;REGULAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Cerrado;2024-01-03;23-01-24;26/01/2024;3
WO0000004857168;117;IMANTADO;CONFECCIONAR;ALTO DE LA ALIANZA - 540004;Zona Norte;Web HD;Cerrado;2024-01-03;15-01-24;18/01/2024;3
WO0000004857169;32;CAJA BUZON;REPARAR;LA FONTANA - 193054;Zona Sur;Web HD;Cerrado;2024-01-03;06-01-24;09/01/2024;3
WO0000004857171;188;PUERTA / MAMPARA;LIMPIAR;MERCADO CENTRAL - 191002;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004857179;65;CREDENZA CERRADURA;REEMPLAZAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004857320;5;AIRE ACONDICIONADO;REPARAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-01-03;07-01-24;10/01/2024;3
WO0000004857338;240;TECHO /BALDOSAS;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-01-03;16-01-24;19/01/2024;3
WO0000004857363;154;OFICINA;FUMIGAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-03;11-01-24;14/01/2024;3
WO0000004857364;240;TECHO /BALDOSAS;REVISAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004857375;23;BUTACA;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Cerrado;2024-01-03;14-01-24;17/01/2024;3
WO0000004857377;43;CAJONERA CERRADURA;REEMPLAZAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004857387;43;CAJONERA CERRADURA;REEMPLAZAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004857388;199;PUNTO / CABLE DE RED;REVISAR;UMACOLLO - 215009;Zona Norte;Web HD;Cerrado;2024-01-03;10-01-24;13/01/2024;3
WO0000004857603;43;CAJONERA CERRADURA;REEMPLAZAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004857607;43;CAJONERA CERRADURA;REEMPLAZAR;MEGA PLAZA 2 - 191040;Zona Centro;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004857615;128;LAMPARA DE EMERGENCIA;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004857621;232;TABLERO ELECTRICO;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-01-03;09-01-24;12/01/2024;3
WO0000004857671;108;FOCO FLOURESCENTES;CAMBIAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2024-01-03;14-01-24;17/01/2024;3
WO0000004857676;107;FOCO DICROICOS;CAMBIAR;LA CULTURA - 285006;Zona Norte;Web HD;Cerrado;2024-01-03;14-01-24;17/01/2024;3
WO0000004857679;146;MODULOS;REPARAR;CERRO COLORADO - 215013;Zona Norte;Web HD;Cerrado;2024-01-03;14-01-24;17/01/2024;3
WO0000004857680;111;GRIFERIA;REVISAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004857689;106;FOCO AHORRADOR;CAMBIAR;MESA REDONDA - 191069;Zona Sur;Web HD;Cerrado;2024-01-03;04-01-24;07/01/2024;3
WO0000004857693;32;CAJA BUZON;REPARAR;PLAZA LIMA NORTE - 191058;Zona Centro;Web HD;Rechazado;2024-01-03;;;3
WO0000004858005;15;ATM;PINTAR;CAILLOMA - 191098;Zona Sur;Web HD;Rechazado;2024-01-03;;;3
WO0000004858017;231;STICKER;REPONER;CAILLOMA - 191098;Zona Sur;Web HD;Rechazado;2024-01-03;;;3
WO0000004858035;107;FOCO DICROICOS;CAMBIAR;CAILLOMA - 191098;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004858052;251;TUBERIA DE AGUA;REPARAR;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2024-01-03;08-01-24;11/01/2024;3
WO0000004858054;123;INODOROS;REVISAR;ANDAHUAYLAS - 205000;Zona Norte;Web HD;Cerrado;2024-01-03;15-02-24;18/02/2024;3
WO0000004858062;92;ESCRITORIO;LIMPIAR;ANDAHUAYLAS - 205000;Zona Norte;Web HD;Cerrado;2024-01-03;30-01-24;02/02/2024;3
WO0000004858096;108;FOCO FLOURESCENTES;CAMBIAR;GRAU (LIMA) - 191005;Zona Sur;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004858208;221;SILLAS;REPARAR;COLLIQUE - 191065;Zona Centro;Web HD;Cerrado;2024-01-03;03-01-24;06/01/2024;3
WO0000004858229;221;SILLAS;REPARAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-01-03;17-01-24;20/01/2024;3
WO0000004858231;32;CAJA BUZON;APERTURAR;MERCADO DE FRUTAS - 191064;Zona Centro;Web HD;Cerrado;2024-01-03;04-01-24;07/01/2024;3
